firstname,middlename,lastname,fname
david,lewis,prothoroo,David Lewis Prothoroo
archie,NA,protopapas,Archie Protopapas
taxiarchis,zissis,protopapas,Taxiarchis Zissis Protopapas
nicolae,NA,protopopescu,Nicolae Protopopescu
herman,gustav,protze,Herman Gustav Protze
raymond,joseph,protzeller,Raymond Joseph Protzeller
hermann,NA,protzen,Hermann Protzen
ivan,couzmich,protzenko,Ivan Couzmich Protzenko
jobn,NA,proud,Jobn Proud
robert,dunn,proud,Robert Dunn Proud
jacob,NA,proudenthal,Jacob Proudenthal
ernest,NA,proudfoot,Ernest Proudfoot
gordon,mcintyre,proudfoot,Gordon Mcintyre Proudfoot
william,NA,proudfoot,William Proudfoot
elzear,j.,proulx,Elzear J. Proulx
elzear,joseph,proulx,Elzear Joseph Proulx
louis,joseph,proulx,Louis Joseph Proulx
george,NA,proust,George Proust
benjamin,henry,prout,Benjamin Henry Prout
glover,perin,prout,Glover Perin Prout
george,russell,prout,George Russell Prout
john,w.,prout,John W. Prout
arthur,NA,prouty,Arthur Prouty
Albert,B.,Prouty,Albert B. Prouty
gardiner,NA,prouty,Gardiner Prouty
ira,NA,prouty,Ira Prouty
Philip,W.,Prouty,Philip W. Prouty
roswell,w.,prouty,Roswell W. Prouty
theodore,rentrope,prouty,Theodore Rentrope Prouty
dixon,NA,provand,Dixon Provand
have,all,prove,Have All Prove
seams,NA,proved,Seams Proved
registered,january,provide,Registered January Provide
fourteen,minesthe,provinc,Fourteen Minesthe Provinc
minesthe,dagestan,provinc,Minesthe Dagestan Provinc
minesthe,rhine,provinc,Minesthe Rhine Provinc
also,adjoining,province,Also Adjoining Province
and,amur,province,And Amur Province
bauchi,NA,province,Bauchi Province
cape,NA,province,Cape Province
carmenes,mines,province,Carmenes Mines Province
easehold,coal,province,Easehold Coal Province
golden,NA,province,Golden Province
iiithe,muri,province,Iiithe Muri Province
leasehold,coal,province,Leasehold Coal Province
rue,de,province,Rue De Province
enters,london,provincial,Enters London Provincial
thomas,NA,provis,Thomas Provis
francis,NA,provot,Francis Provot
francis,adolphe,provot,Francis Adolphe Provot
george,NA,provot,George Provot
frank,NA,prrkyn,Frank Prrkyn
william,NA,prudente,William Prudente
hector,NA,prudhomme,Hector Prudhomme
roy,a.,prudhomme,Roy A. Prudhomme
robert,c.,pruess,Robert C. Pruess
werner,NA,prufer,Werner Prufer
julian,insco,prugh,Julian Insco Prugh
john,NA,pruk,John Pruk
francis,charles,prummond,Francis Charles Prummond
ludwig,victor,prus lisizki,Ludwig Victor Prus Lisizki
stanley,b.,pruss,Stanley B. Pruss
friedrich,NA,pruy,Friedrich Pruy
kenyon,NA,pruyn,Kenyon Pruyn
kenyon,x.,pruyon,Kenyon X. Pruyon
pryce,NA,prycejonrs,Pryce Prycejonrs
david,russell,pryde,David Russell Pryde
george,b.,pryde,George B. Pryde
thomas,NA,pryir,Thomas Pryir
pryor,NA,pryo,Pryor Pryo
bcdie,clinton,pryor,Bcdie Clinton Pryor
edmund,james,pryor,Edmund James Pryor
reginald,NA,pryor,Reginald Pryor
thomas,NA,pryor,Thomas Pryor
willard,latourette,pryor,Willard Latourette Pryor
rudolf,NA,przybylski,Rudolf Przybylski
isaac,lewis,psddon,Isaac Lewis Psddon
charles,NA,psikins,Charles Psikins
bolicitors,NA,pskemsn,Bolicitors Pskemsn
edward,a.,pslk,Edward A. Pslk
louis,psnsssi,psnsss,Louis Psnsssi Psnsss
cropwell,g.,psomzme,Cropwell G. Psomzme
becretnry,ln,psri,Becretnry Ln Psri
bolioitors,NA,psshley,Bolioitors Psshley
james,d.,psttullo,James D. Psttullo
james,urie,psttullo,James Urie Psttullo
iolicitors,NA,pswe,Iolicitors Pswe
mrs,NA,ptarr,Mrs Ptarr
ptgespun,NA,ptgespu,Ptgespun Ptgespu
qualincatuihhce,NA,pthrst,Qualincatuihhce Pthrst
henry,NA,ptile,Henry Ptile
francis,sh,pton,Francis Sh Pton
mine,oflice,puacayo,Mine Oflice Puacayo
harvard,school,public health,Harvard School Public Health
were,offered,public,Were Offered Public
inc,NA,publications,Inc Publications
accounts,not,published,Accounts Not Published
accounts,nqt,published,Accounts Nqt Published
accounts,not,publishod,Accounts Not Publishod
georg,NA,puchert,Georg Puchert
comte,bagncnsultde,puchess,Comte Bagncnsultde Puchess
karl,NA,puchta,Karl Puchta
francis,w.,puckey,Francis W. Puckey
francis,willard,puckey,Francis Willard Puckey
arthur,gustav,pudewa,Arthur Gustav Pudewa
wassily,NA,pudowkin,Wassily Pudowkin
near,villages,pueblada,Near Villages Pueblada
sidney,NA,pueblo,Sidney Pueblo
luis,f.,puelma,Luis F. Puelma
robert,NA,puelz,Robert Puelz
cesareo,NA,puente,Cesareo Puente
cesario,NA,puente,Cesario Puente
santo,domingo,puerta plata,Santo Domingo Puerta Plata
enrique,NA,puertamedina,Enrique Puertamedina
joseph,meigs,puffer,Joseph Meigs Puffer
robert,tripp,puffer,Robert Tripp Puffer
william,h.,puffer,William H. Puffer
william,l.,puffer,William L. Puffer
william,lewis,puffer,William Lewis Puffer
winthrop,meigs,puffer,Winthrop Meigs Puffer
herbert,byug,puget,Herbert Byug Puget
achilles,henry,pugh,Achilles Henry Pugh
charles,NA,pugh,Charles Pugh
gordon,m.,pugh,Gordon M. Pugh
james,l.,pugh,James L. Pugh
james,willard,pugh,James Willard Pugh
robert,l.,pugh,Robert L. Pugh
william,emerson,pugh,William Emerson Pugh
william,e.,pugh,William E. Pugh
william,g.,pugh,William G. Pugh
william,j.,pugh,William J. Pugh
edwin,NA,pugsley,Edwin Pugsley
raymond,felker,pugsley,Raymond Felker Pugsley
paul,william,puhl,Paul William Puhl
george,NA,puig,George Puig
mine,oflice,pulacayo,Mine Oflice Pulacayo
situated,at,pulai,Situated At Pulai
william,moor,pulaifer,William Moor Pulaifer
kramat,NA,pulal,Kramat Pulal
anthony,NA,pulbrook,Anthony Pulbrook
iwan,NA,pulewitsch,Iwan Pulewitsch
wan,NA,pulewitsch,Wan Pulewitsch
uilhelm,NA,pulewka,Uilhelm Pulewka
btewmrt,NA,puley,Btewmrt Puley
clarence,e.,pullen,Clarence E. Pullen
ernest,NA,pullen,Ernest Pullen
lester,l.,pullen,Lester L. Pullen
myrick,whiting,pullen,Myrick Whiting Pullen
william,whiting,pullen,William Whiting Pullen
william,w.,pullen,William W. Pullen
charles,thornton,pulley,Charles Thornton Pulley
john,william,pulleyn,John William Pulleyn
ernest,herbert,pullinger,Ernest Herbert Pullinger
ernest,j.,pullinger,Ernest J. Pullinger
essex,j.,pullinger,Essex J. Pullinger
essex,llewbllyn,pullinger,Essex Llewbllyn Pullinger
frederic,NA,pullman,Frederic Pullman
john,NA,pullman,John Pullman
oscar,stoddard,pulman,Oscar Stoddard Pulman
clyde,a.,pulse,Clyde A. Pulse
henry,allston,pulsford,Henry Allston Pulsford
harrie,b.,pulsifer,Harrie B. Pulsifer
harry,bridgman,pulsifer,Harry Bridgman Pulsifer
julia,NA,pulsifer,Julia Pulsifer
louis,w.,pulsifer,Louis W. Pulsifer
louis,warren,pulsifer,Louis Warren Pulsifer
revere,burnham,pulsifer,Revere Burnham Pulsifer
walter,hall,pulsifer,Walter Hall Pulsifer
john,leggett,pultz,John Leggett Pultz
william,frederick,pulver,William Frederick Pulver
william,t.,pulver,William T. Pulver
situate,at,pumpa,Situate At Pumpa
raphael,NA,pumpelly,Raphael Pumpelly
ripley,huntington,pumpelly,Ripley Huntington Pumpelly
dale,NA,pumphrey,Dale Pumphrey
joseph,NA,pumphrey,Joseph Pumphrey
georg,NA,pumpuridi,Georg Pumpuridi
richard,NA,punagan,Richard Punagan
john,joseph,punch,John Joseph Punch
william,charles,punchard,William Charles Punchard
william,henry,punchard,William Henry Punchard
samuel,a.,punches,Samuel A. Punches
frazer,doughty,punnett,Frazer Doughty Punnett
clement,c.,puno,Clement C. Puno
carl,fr,punschel,Carl Fr Punschel
abraham,gottfried,puntervold,Abraham Gottfried Puntervold
soonchong,boon,punyagupta,Soonchong Boon Punyagupta
soonchong,boon,punygupta,Soonchong Boon Punygupta
william,NA,purccll,William Purccll
clarence,g.,purcell,Clarence G. Purcell
edwin,joseph,purcell,Edwin Joseph Purcell
john,NA,purcell,John Purcell
james,w.,purcell,James W. Purcell
julius,w.,purcell,Julius W. Purcell
mark,e.,purcell,Mark E. Purcell
mark,thomas,purcell,Mark Thomas Purcell
robert,arthur,purcell,Robert Arthur Purcell
richard,donald,purcell,Richard Donald Purcell
sir,NA,purcell,Sir Purcell
william,frederick,purcell,William Frederick Purcell
assets,purchase,purchas,Assets Purchase Purchas
goneral,assets,purchas,Goneral Assets Purchas
options,to,purchas,Options To Purchas
option,to,purchas,Option To Purchas
afterwards,purchased,purchase,Afterwards Purchased Purchase
john,b.,purchase,John B. Purchase
one,share,purchase,One Share Purchase
since,exercised,purchase,Since Exercised Purchase
option,of,purchasin,Option Of Purchasin
thomas,NA,purdie,Thomas Purdie
archibald,brantley,purdon,Archibald Brantley Purdon
james,NA,purdon,James Purdon
john,rogers,purdon,John Rogers Purdon
john,f.,purdum,John F. Purdum
benjamin,w.,purdy,Benjamin W. Purdy
george,w.,purdy,George W. Purdy
hubert,a.,purdy,Hubert A. Purdy
hubert,t.,purdy,Hubert T. Purdy
irvine,NA,purdy,Irvine Purdy
stanley,blanchard,purdy,Stanley Blanchard Purdy
william,carey,purdy,William Carey Purdy
chester,NA,purington,Chester Purington
arthur,j.,purinton,Arthur J. Purinton
arthur,james,purinton,Arthur James Purinton
charles,fessenden,purinton,Charles Fessenden Purinton
forrest,granville,purinton,Forrest Granville Purinton
jacob,wilbur,purinton,Jacob Wilbur Purinton
willard,bates,purinton,Willard Bates Purinton
wilh,NA,purkert,Wilh Purkert
forrest,mitchell,purl,Forrest Mitchell Purl
perciral,NA,purling,Perciral Purling
george,h.,purmoet,George H. Purmoet
francis,henry,purnell,Francis Henry Purnell
lee,julian,purnell,Lee Julian Purnell
george,h.,purnioet,George H. Purnioet
john,NA,puroell,John Puroell
development,NA,purposes,Development Purposes
Donald,NA,Purrington,Donald Purrington
benjamin,e.,purser,Benjamin E. Purser
roger,wynne,purssell,Roger Wynne Purssell
dale,NA,purves,Dale Purves
deane,l.,purves,Deane L. Purves
john,coleman,purves,John Coleman Purves
john,NA,purvis,John Purvis
georg,gottl,pusch,Georg Gottl Pusch
albert,john,puschin,Albert John Puschin
gotth,benj,puschmann,Gotth Benj Puschmann
joh,heinr,puschmann,Joh Heinr Puschmann
william,j.,pusey,William J. Pusey
harold,baldwin,pushee,Harold Baldwin Pushee
harvey,m.,pushing,Harvey M. Pushing
leopold,moritz,pustkuchen,Leopold Moritz Pustkuchen
branko,milan,putich,Branko Milan Putich
edward,NA,putman,Edward Putman
alice,NA,putnam,Alice Putnam
albert,NA,putnam,Albert Putnam
amy,NA,putnam,Amy Putnam
Amos,A.,Putnam,Amos A. Putnam
Albert,H.,Putnam,Albert H. Putnam
bayard,NA,putnam,Bayard Putnam
charlton,dascom,putnam,Charlton Dascom Putnam
charles,h.,putnam,Charles H. Putnam
charles,parsons,putnam,Charles Parsons Putnam
edward,NA,putnam,Edward Putnam
Frank,L.,Putnam,Frank L. Putnam
frederic,william,putnam,Frederic William Putnam
frederick,william,putnam,Frederick William Putnam
Frederic,W.,Putnam,Frederic W. Putnam
george,NA,putnam,George Putnam
gerald,NA,putnam,Gerald Putnam
harry,ames,putnam,Harry Ames Putnam
harold,marshall,putnam,Harold Marshall Putnam
Howard,P.,Putnam,Howard P. Putnam
harry,rice,putnam,Harry Rice Putnam
henry,rice,putnam,Henry Rice Putnam
john,luther,putnam,John Luther Putnam
john,pickering,putnam,John Pickering Putnam
james,russell,putnam,James Russell Putnam
mrs,NA,putnam,Mrs Putnam
nathan,NA,putnam,Nathan Putnam
palmer,cosslett,putnam,Palmer Cosslett Putnam
preston,meldram,putnam,Preston Meldram Putnam
Robert,G.,Putnam,Robert G. Putnam
Raymond,K.,Putnam,Raymond K. Putnam
roger,lowell,putnam,Roger Lowell Putnam
scott,bradstreet,putnam,Scott Bradstreet Putnam
Salmon,W.,Putnam,Salmon W. Putnam
salmon,wilder,putnam,Salmon Wilder Putnam
walter,NA,putnam,Walter Putnam
worcbster,NA,putnam,Worcbster Putnam
william,e.,putnam,William E. Putnam
william,edward,putnam,William Edward Putnam
webster,f.,putnam,Webster F. Putnam
Winfield,M.,Putnam,Winfield M. Putnam
Willis,S.,Putnam,Willis S. Putnam
james,NA,putney,James Putney
roger,larry,putney,Roger Larry Putney
august,NA,putsch,August Putsch
emil,NA,putsch,Emil Putsch
heinrich,NA,putsch,Heinrich Putsch
ompressed,air,putters,Ompressed Air Putters
püttner,NA,puttner,Püttner Puttner
carl,heiner,puttrich,Carl Heiner Puttrich
anton,NA,putz,Anton Putz
ferdinand,NA,putz,Ferdinand Putz
hellmuth,NA,putz,Hellmuth Putz
henry,t.,putz,Henry T. Putz
william,charles,puuchsrd,William Charles Puuchsrd
william,NA,puzey,William Puzey
thomas,NA,pvke,Thomas Pvke
north,charterlan,pvloratlon,North Charterlan Pvloratlon
baron,f.,pwquement,Baron F. Pwquement
pxlmarejo,NA,pxlmarej,Pxlmarejo Pxlmarej
paul,francs,pyburn,Paul Francs Pyburn
joseph,NA,pyke,Joseph Pyke
london,NA,pyke,London Pyke
samuel,joshua,pyke,Samuel Joshua Pyke
thomas,NA,pyke,Thomas Pyke
thornns,NA,pyke,Thornns Pyke
thomss,NA,pyke,Thomss Pyke
thomas,NA,pyko,Thomas Pyko
albert,jocelyn,pyle,Albert Jocelyn Pyle
beatty,NA,pyle,Beatty Pyle
joseph,NA,pyle,Joseph Pyle
oden,bowie,pyle,Oden Bowie Pyle
robert,james,pyle,Robert James Pyle
john,william,pymsn,John William Pymsn
jenner,alfred,pynch,Jenner Alfred Pynch
francis,rogers,pyne,Francis Rogers Pyne
schuyler,neilson,pyne,Schuyler Neilson Pyne
walter,franklin,pyne,Walter Franklin Pyne
thomas,NA,pyre,Thomas Pyre
district,of,pyrenees,District Of Pyrenees
jtesthe,NA,pyrenees,Jtesthe Pyrenees
iron,NA,pyrite,Iron Pyrite
kurt,NA,q hummitzsch,Kurt Q Hummitzsch
lothar,NA,q kollert,Lothar Q Kollert
qaalitiraition,NA,qaalitiraitio,Qaalitiraition Qaalitiraitio
qaiidcat,NA,qaiidca,Qaiidcat Qaiidca
william,NA,qandrr,William Qandrr
msan,NA,qaugaelifircation,Msan Qaugaelifircation
sandwith,NA,qdarrie,Sandwith Qdarrie
james,t.,qearon,James T. Qearon
registered,NA,qgeptombel,Registered Qgeptombel
qimhfirariou,NA,qimhfirario,Qimhfirariou Qimhfirario
qimnumnm,NA,qimnumn,Qimnumnm Qimnumn
john,NA,qirdwood,John Qirdwood
lqand,nucleu,qldqmjnu,Lqand Nucleu Qldqmjnu
qlmliticul,NA,qlmliticu,Qlmliticul Qlmliticu
cwm,d.,qmfmllsrlmn,Cwm D. Qmfmllsrlmn
elder,s.,qmtted,Elder S. Qmtted
qnaliflcat,NA,qnaliflca,Qnaliflcat Qnaliflca
cecil,NA,qncntin,Cecil Qncntin
cecil,NA,qnentin,Cecil Qnentin
edward,t.,qniggin,Edward T. Qniggin
qnlllflcsti,NA,qnlllflcst,Qnlllflcsti Qnlllflcst
thomas,pcnn,qnskell,Thomas Pcnn Qnskell
himdairnectorcs,o.,qnuaclifiecastiosn,Himdairnectorcs O. Qnuaclifiecastiosn
enterprise,NA,qold,Enterprise Qold
jumper,NA,qold,Jumper Qold
westralia,united,qoldfieldg,Westralia United Qoldfieldg
richard,NA,qoldmann,Richard Qoldmann
tirdonkin,merthyr,qollierie,Tirdonkin Merthyr Qollierie
colombian,emerald,qompany,Colombian Emerald Qompany
freehold,farms,qoudplaat,Freehold Farms Qoudplaat
prof,w.,qowland,Prof W. Qowland
wearmouth,NA,qqai,Wearmouth Qqai
henry,NA,qreen,Henry Qreen
atjchincarroch,NA,qtjarbies,Atjchincarroch Qtjarbies
pension,NA,qtjarbies,Pension Qtjarbies
bxiaxteb,NA,qtrabbies,Bxiaxteb Qtrabbies
jfdnaging,NA,qtttehtlaiitl,Jfdnaging Qtttehtlaiitl
national,welsh,quab,National Welsh Quab
eliles,estate,quabry,Eliles Estate Quabry
colombian,NA,quabtz,Colombian Quabtz
warren,albert,quadenfield,Warren Albert Quadenfield
rand,colllerles,quahfication,Rand Colllerles Quahfication
cornwall,slate,quahries,Cornwall Slate Quahries
desford,coal,quahtlcation,Desford Coal Quahtlcation
minesilimffed,NA,quaiiiimtionjzisoi,Minesilimffed Quaiiiimtionjzisoi
quaiiscanmi,NA,quaiiscanm,Quaiiscanmi Quaiiscanm
ida,NA,quaintance,Ida Quaintance
rudolf,NA,quaiser,Rudolf Quaiser
charles,NA,qualey,Charles Qualey
frank,NA,qualey,Frank Qualey
joseph,NA,qualey,Joseph Qualey
swaziland,tini,qualfloatiun,Swaziland Tini Qualfloatiun
qualiacnt,NA,qualiacn,Qualiacnt Qualiacn
qualiccali,NA,qualiccal,Qualiccali Qualiccal
glynnfs,lydenburg,qualifi,Glynnfs Lydenburg Qualifi
qualifica,NA,qualific,Qualifica Qualific
qualificat,NA,qualifica,Qualificat Qualifica
qualifical,NA,qualifica,Qualifical Qualifica
qualificati,NA,qualificat,Qualificati Qualificat
qualificatic,NA,qualificati,Qualificatic Qualificati
smith,qualificatii,qualificati,Smith Qualificatii Qualificati
london,s.,qualification,London S. Qualification
loncion,s.,qualification,Loncion S. Qualification
loiiuod,s.,qualification,Loiiuod S. Qualification
retidtntcanada,no,qualification,Retidtntcanada No Qualification
qualifies,NA,qualifie,Qualifies Qualifie
qualifilctadti,NA,qualifilctadt,Qualifilctadti Qualifilctadt
expln,ltd,qualifiration,Expln Ltd Qualifiration
qualiflcat,NA,qualiflca,Qualiflcat Qualiflca
qualiflcal,NA,qualiflca,Qualiflcal Qualiflca
qualiflcati,NA,qualiflcat,Qualiflcati Qualiflcat
qualiflcatw,NA,qualiflcat,Qualiflcatw Qualiflcat
qualiflcationt,NA,qualiflcation,Qualiflcationt Qualiflcation
qualiflcnl,NA,qualiflcn,Qualiflcnl Qualiflcn
phoenicia,mmss,qualiflcsuon,Phoenicia Mmss Qualiflcsuon
wecfrr,colueri,qualihcation,Wecfrr Colueri Qualihcation
new,braichycymm,qualii,New Braichycymm Qualii
qualimntii,NA,qualimnti,Qualimntii Qualimnti
dated,co,qualiricntiou,Dated Co Qualiricntiou
qualities,NA,qualitie,Qualities Qualitie
qualitieat,NA,qualitiea,Qualitieat Qualitiea
qualitiratil,NA,qualitirati,Qualitiratil Qualitirati
rjbolat,lumtfedr,qualiucatiun,Rjbolat Lumtfedr Qualiucatiun
swaziland,tin,quallflcation,Swaziland Tin Quallflcation
qualliiicet,NA,qualliiice,Qualliiicet Qualliiice
George,A.,Quallins,George A. Quallins
donald,h.,quam,Donald H. Quam
cecil,NA,quamm,Cecil Quamm
quansmnon,NA,quansmno,Quansmnon Quansmno
associated,NA,quarbies,Associated Quarbies
william,washington,quarles,William Washington Quarles
rhyader,NA,quarmes,Rhyader Quarmes
louis,NA,quarnstrom,Louis Quarnstrom
castle,limestone,quarr,Castle Limestone Quarr
galohen,slate,quarr,Galohen Slate Quarr
penyrorsedd,slate,quarr,Penyrorsedd Slate Quarr
and,silica,quarrie,And Silica Quarrie
aberfoyle,slate,quarrie,Aberfoyle Slate Quarrie
carregyllam,quarries,quarrie,Carregyllam Quarries Quarrie
vale,quarries,quarrie,Vale Quarries Quarrie
and,lawshall,quarries,And Lawshall Quarries
brooks,and,quarries,Brooks And Quarries
bria,colliery,quarries,Bria Colliery Quarries
brsicli,slate,quarries,Brsicli Slate Quarries
court,farm,quarries,Court Farm Quarries
close,granite,quarries,Close Granite Quarries
colwall,park,quarries,Colwall Park Quarries
granite,and,quarries,Granite And Quarries
llechwedd,NA,quarries,Llechwedd Quarries
limestone,NA,quarries,Limestone Quarries
llechwcdd,NA,quarries,Llechwcdd Quarries
langedrag,granjte,quarries,Langedrag Granjte Quarries
